filename,notes,authors,licenses,urls
"hair/parted/adult/walk.png","down 4 and 5 added by JaidynReiman; recolors by Joe White; original by Manuel Riecke (MrBeast)","JaidynReiman,Joe White,Manuel Riecke (MrBeast)","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://github.com/jrconway3/Universal-LPC-spritesheet/commit/46ddcf05a0e43e7aa6ffd47d350eef0eb529ac24,https://opengameart.org/content/lpc-expanded-hair"
"hair/plain/adult/walk.png","","JaidynReiman,Manuel Riecke (MrBeast),Joe White","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/ponytail-and-plain-hairstyles,https://opengameart.org/content/lpc-expanded-hair"
"hat/formal/tophat/adult/walk.png","","bluecarrot16","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-gentleman,https://opengameart.org/content/lpc-expanded-hats-facial-helmets"
"head/heads/human/male/walk.png","original head by Redshrike, tweaks by BenCreating, modular version by bluecarrot16","bluecarrot16,Benjamin K. Smith (BenCreating),Stephen Challener (Redshrike)","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-character-bases"
"head/heads/zombie/adult/walk.png","","bluecarrot16,Benjamin K. Smith (BenCreating),Sander Frenken (castelonia),Stephen Challener (Redshrike)","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-zombie,https://opengameart.org/content/lpc-character-bases"
"legs/pants/male/walk.png","original male pants by wulax, recolors and edits to v3 base by bluecarrot16, climb/jump/run/sit/emotes/revised combat by JaidynReiman based on ElizaWy's LPC Revised","bluecarrot16,JaidynReiman,ElizaWy,Matthew Krohn (makrohn),Johannes Sjölund (wulax),Stephen Challener (Redshrike)","OGA-BY 3.0,GPL 3.0,CC-BY-SA 3.0","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-expanded-pants"
"legs/pants/muscular/walk.png","original muscular pants by ElizaWy, muscular by dalonedrau, cast and thrust frames by JaidynReiman","ElizaWy,JaidynReiman,dalonedrau,Johannes Sjölund (wulax),Stephen Challener (Redshrike)","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-muscular-pants,https://opengameart.org/content/lpc-muscular-swing-animation,https://opengameart.org/content/lpc-muscular-hurt-animation"
"neck/scarf/walk.png","Original by Nila122, climb/sit/emote/jump/run animations by JaidynReiman","Nila122,JaidynReiman,Johannes Sjölund (wulax),Stephen Challener (Redshrike)","OGA-SA 3.0,CC-BY-SA 3.0,GPL 2.0,GPL 3.0","https://opengameart.org/content/more-lpc-clothes-and-hair"
"neck/tie/bowtie/adult/walk.png","Originally by pennomi/laetissima/Makrohn, edited by bluecarrot16, recolors by JaidynReiman","JaidynReiman,bluecarrot16,Thane Brimhall (pennomi),laetissima,Makrohn","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-2-characters,https://opengameart.org/content/lpc-gentleman"
"torso/aprons/suspenders/male/walk.png","original by ElizaWy; spellcast/thrust/shoot/hurt/combat adapted from original by JaidynReiman","ElizaWy,JaidynReiman","OGA-BY 3.0","https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing,https://opengameart.org/content/lpc-expanded-sit-run-jump-more"
"torso/clothes/longsleeve/formal/male/walk.png","","bluecarrot16,Thane Brimhall (pennomi),laetissima,Stephen Challener (Redshrike),Johannes Sjölund (wulax)","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,https://opengameart.org/content/lpc-2-characters,https://opengameart.org/content/lpc-gentleman"
"torso/clothes/longsleeve/longsleeve/male/walk.png","original by wulax; tweaks and further recolors by bluecarrot16; cleanup and climb/jump/run/sit/emote/revised combat adapted from LPC Revised by JaidynReiman","JaidynReiman,Johannes Sjölund (wulax)","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,http://opengameart.org/content/lpc-clothing-updates,https://opengameart.org/content/lpc-revised-character-basics,https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing,https://opengameart.org/content/lpc-expanded-sit-run-jump-more,https://opengameart.org/content/lpc-expanded-simple-shirts"
"torso/clothes/longsleeve/longsleeve2_buttoned/male/walk.png","original by ElizaWy; spellcast/thrust/shoot/hurt/male adapted from original by JaidynReiman","ElizaWy,JaidynReiman,Stephen Challener (Redshrike),Johannes Sjölund (wulax)","OGA-BY 3.0","http://opengameart.org/content/lpc-revised-character-basics,https://github.com/ElizaWy/LPC/tree/main/Characters/Clothing,https://opengameart.org/content/lpc-expanded-sit-run-jump-more,https://opengameart.org/content/lpc-expanded-simple-shirts"
"torso/clothes/vest/male/walk.png","","bluecarrot16,Thane Brimhall (pennomi),laetissima,Stephen Challener (Redshrike),Johannes Sjölund (wulax)","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-2-characters,https://opengameart.org/content/lpc-gentleman,https://opengameart.org/content/lpc-pirates"
"torso/jacket/frock/male/walk.png","","bluecarrot16","CC-BY-SA 3.0","https://opengameart.org/content/lpc-pirates"
"torso/jacket/trench/male/walk.png","","bluecarrot16","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/lpc-gentleman"
